word	[etymology]
leather	['Old English', 'Proto-Germanic', 'PIE']
helmets	['Old English', 'Proto-Germanic', 'PIE', 'Germanic', 'Middle French']
impregnated	['Latin', 'Old French', 'Late Latin']
sandy	['Old English', 'Proto-Germanic', 'PIE']
sociopath	['Latin', 'Greek', 'PIE']
harboring	['Old English', 'Proto-Germanic']
shocking	['Old English', 'Proto-Germanic', 'Iceland']
cinderellas	['Proto-Germanic', 'PIE', 'French']
laughable	['Old English', 'Proto-Germanic', 'PIE']
vanity	['Old French', 'Latin', 'PIE']
incriminating	['Old French', 'Latin', 'Medieval Latin']
rams	['Old English']
headlong	['Middle English', 'Old English', 'Proto-Germanic']
irreverent	['Old French', 'Latin', 'PIE', 'French']
cubicle	['Latin', 'PIE']
avant-garde	['Old French', 'Frankish', 'Proto-Germanic', 'Germanic']
editing	['French', 'Latin']
fascism	['Latin', 'Proto-Italic', 'PIE', 'Italian', 'Italian']
runaways	['Old English', 'Proto-Germanic', 'PIE']
awash	['Old English', 'Proto-Germanic', 'PIE']
melancholy	['Old French', 'Late Latin', 'Middle French', 'Greek', 'PIE']
disillusionment	['Latin', 'Old French']
caused	['Old French', 'Latin', 'Medieval Latin']
whiz	['Middle Dutch', 'Old North French', 'Medieval Latin', 'Celtic', 'Proto-Germanic', 'Old English', 'Middle English']
rebound	['Middle French', 'Old French', 'Vulgar Latin', 'Vulgar Latin']
disastrous	['Middle French', 'Italian', 'Latin', 'Greek', 'French']
mature	['Latin', 'PIE']
thug	['Marathi', 'Sanskrit', 'PIE']
prosecutor	['Latin', 'Medieval Latin']
mousy	['Old English', 'Proto-Germanic', 'PIE']
angelic	['Late Latin', 'Greek', 'Old French', 'Latin']
soundtrack	['Afrikaans', 'Dutch', 'Middle Dutch', 'Old French']
grammy	['Old French', 'Latin']
nominated	['Old English', 'Proto-Germanic', 'PIE', 'Latin', 'Middle French']
composer	['Old French', 'Late Latin']
wisely	['Middle Dutch', 'Old North French', 'Medieval Latin', 'Celtic', 'Proto-Germanic', 'Old English']
controversy	['Latin', 'Old Latin', 'Old French', 'PIE']
bale	['Old French', 'Frankish', 'Proto-Germanic', 'PIE', 'French']
throwing	['Old English', 'Proto-Germanic', 'PIE']
suspicious	['Old French', 'Latin', 'Middle French']
tribute	['Old French', 'Latin', 'PIE', 'Anglo-French']
distinguished	['Middle French', 'Latin', 'PIE']
illustrious	['Proto-Indo-European', 'Old French', 'Latin', 'Middle French']
dope	['Dutch']
philosophical	['Old French', 'Latin', 'Greek']
checkout	['Old French', 'Latin', 'Old English']
supermarket	['Old North French', 'Latin']
decorated	['Latin', 'PIE']
fault	['Old French', 'Vulgar Latin', 'Latin']
schedule	['Old French', 'Late Latin', 'Greek']
aids	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Late Latin', 'Latin']
awareness	['Proto-Germanic', 'PIE']
pans	['PIE']
availability	['Latin']
inadequate	['Old English', 'Proto-Germanic', 'Latin']
cultures	['Latin', 'PIE', 'Middle French']
factors	['Middle French', 'Latin']
carnage	['Middle French', 'Old Italian', 'Medieval Latin', 'Latin', 'PIE']
throw	['Old English', 'Proto-Germanic', 'PIE']
window	['Proto-Germanic', 'PIE', 'Old Norse']
pizza	['Old English', 'Proto-Germanic', 'PIE', 'Modern Hebrew', 'Greek', 'Gothic', 'Italian']
scotsman	['Old English', 'Proto-Germanic', 'PIE', 'Scots']
parade	['French', 'Middle French', 'Italian', 'Vulgar Latin', 'Latin']
numbering	['Anglo-French', 'Latin', 'PIE', 'Old French']
shoe-string	['Old English', 'Proto-Germanic', 'PIE']
budget	['Middle French', 'Latin', 'PIE']
blush	['Old English', 'Proto-Germanic', 'PIE']
unrelenting	['Old English', 'Proto-Germanic', 'PIE']
inaction	['Anglo-French', 'Latin']
internist	['Proto-Indo-European', 'Medieval Latin', 'Latin', 'PIE']
vying	['Proto-Indo-European', 'Latin', 'Old French']
internship	['Proto-Indo-European', 'Medieval Latin', 'Latin', 'PIE', 'French', 'Middle French']
terminated	['Latin', 'PIE']
accompany	['Old French']
abraham	['Hebrew Abraham', 'Abram']
lazar	['Biblical', 'Medieval Latin', 'Lazarus']
administrator	['Old French', 'Latin', 'Middle French']
orchestrating	['French']
correlating	['Latin', 'PIE', 'Medieval Latin', 'Middle French', 'Anglo-French']
blown	['Old English', 'Proto-Germanic', 'PIE', 'Middle Dutch']
hotshot	['Old English', 'Proto-Germanic', 'PIE']
beasts	['Old French', 'Vulgar Latin', 'Latin']
villain	['Anglo-French', 'Medieval Latin', 'Latin']
marauder	['French', 'Middle French', 'French']
feeing	['Middle English', 'Old English']
confirm	['Old French', 'Latin', 'PIE', 'German Firma', 'Italian']
appeal	['Old French', 'Anglo-French', 'Latin']
flowers	['Old French', 'Latin', 'PIE']
yearning	['Old English', 'Proto-Germanic', 'PIE']
offenders	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Latin', 'Anglo-French']
exploitation	['French', 'Old French']
ideology	['Latin', 'Greek', 'PIE', 'French']
expressed	['Old French', 'Latin']
ideological	['Latin', 'Greek', 'PIE', 'French']
mentors	['Greek Mentor', 'PIE']
fortuitous	['Old French', 'Latin', 'PIE', 'French']
forged	['Old French', 'Latin']
lift	['Old Norse', 'Proto-Germanic', 'PIE']
adrenaline	['French', 'Late Latin', 'Latin', 'Modern Latin']
julian	['Latin', 'PIE', 'Greek', 'Late Latin Gregorianus', 'Gregorius', 'Pope Gregory', 'Julius Caesar', 'Latin Iulianus', 'Iulius']
hanks	['Proto-Germanic', 'PIE']
trance	['Old French', 'Latin', 'English']
breaths	['Old English', 'Proto-Germanic']
proclaimed	['Latin']
dependable	['Middle French', 'Latin']
pirate	['Latin', 'Greek', 'PIE']
sparrow	['Proto-Germanic', 'PIE']
troupe	['Old French', 'Latin', 'PIE', 'Old English', 'Proto-Germanic', 'Middle French', 'Frankish', 'French']
climbing	['Old English', 'West Germanic']
manipulator	['French', 'Latin']
pianist	['Italian', 'Latin', 'French']
suspicions	['Old French', 'Latin', 'Middle French', 'Anglo-French', 'Late Latin']
choreographer	['Latin', 'Greek', 'French', 'Latinized']
capture	['Middle French', 'Latin']
spree	['Old English', 'Old Norse', 'Proto-Germanic', 'PIE', 'French', 'Latin', 'Old French', 'Late Latin', 'Gaelic', 'Middle Irish']
moslem	['Arabic']
hindu	['Persian Hindu', 'Hind', 'Sanskrit']
coincidently	['Medieval Latin', 'Latin', 'French']
altitude	['Latin', 'PIE']
metres	['Old French', 'Latin', 'Proto-Germanic', 'PIE', 'French']
savagely	['Middle French', 'Latin', 'Old French', 'Late Latin']
migrant	['Latin']
narcotics	['Middle French', 'Medieval Latin', 'Greek', 'Old French', 'PIE']
piazza	['Italian', 'Latin', 'Greek']
targets	['Old French', 'Frankish', 'Proto-Germanic']
unending	['Old English', 'Proto-Germanic', 'PIE']
emerald	['Old French', 'Medieval Latin', 'Latin', 'Greek', 'Semitic']
smuggler	['Old English', 'Proto-Germanic', 'Low German']
alcatraz	['Spanish', 'Arabic', 'Portuguese', 'Arabic']
warm	['Old English', 'Proto-Germanic', 'PIE']
chill	['Old English', 'Proto-Germanic', 'PIE']
passions	['Old French', 'Late Latin']
unlike	['Old English', 'Proto-Germanic']
unwanted	['Old English', 'Proto-Germanic', 'PIE', 'Old Norse']
attentions	['Old French', 'Latin', 'PIE']
accepting	['Old French', 'Latin', 'PIE']
manipulated	['French', 'Latin']
calms	['Old Italian', 'Late Latin', 'Greek', 'Old French']
genuine	['Latin', 'Latin']
traveled	['Old English', 'Proto-Germanic', 'Old French', 'Vulgar Latin', 'Latin']
conservatories	['Latin', 'Italian']
documenting	['Old French', 'Latin', 'PIE']
crusade	['Middle French', 'Medieval Latin', 'Latin']
consent	['Old French', 'Latin', 'PIE']
zombies	['Louisiana', 'Spanish']
releasing	['Old French', 'Latin']
torrid	['Medieval Latin', 'PIE']
rebuild	['Middle English', 'Proto-Germanic', 'PIE']
implanted	['Old English', 'Latin', 'U.S.', 'Middle French']
mean-spirited	['Old French', 'Latin', 'PIE', 'Old English', 'Proto-Germanic', 'Anglo-French', 'Late Latin', 'West Germanic']
rigid	['Latin', 'PIE']
tackles	['Middle Dutch']
rushes	['Old French', 'Latin', 'Medieval Latin', 'Anglo-French']
piano	['Italian', 'Latin', 'French']
blocks	['Old French', 'PIE', 'French']
minority	['Latin', 'PIE', 'Latin Fratres Minores', 'Middle French', 'Medieval Latin']
gentleman	['Old English', 'Proto-Germanic', 'PIE']
skeletons	['Modern Latin', 'Greek', 'PIE']
undead	['Old French', 'Latin', 'Old Danish', 'Proto-Germanic', 'PIE', 'Old English']
wears	['Old English', 'Proto-Germanic', 'PIE']
comedies	['Middle French', 'Late Latin', 'Greek', 'Old French', 'Latin']
drank	['Middle English', 'Old English']
fountain	['Old French', 'Medieval Latin', 'PIE']
virginity	['Anglo-French', 'Latin']
bulgarian	['Medieval Latin', 'Bulgari', 'Turkic', 'Bulgaria']
bid	['Old English', 'PIE', 'Proto-Germanic']
levi	['Hebrew']
dig	['Proto-Germanic']
ruins	['Old French', 'Latin', 'PIE']
sunflower	['Old French', 'Latin', 'PIE']
archetypal	['Proto-Germanic', 'PIE', 'Latin', 'Greek']
renewal	['Old English', 'Proto-Germanic', 'PIE']
acquiring	['Old French', 'Vulgar Latin', 'Latin']
jails	['Middle English', 'Old French', 'Medieval Latin', 'Late Latin']
far-off	['Old English', 'Proto-Germanic', 'PIE']
dietrich	['Old English', 'Proto-Germanic', 'PIE', 'Medieval Latin Theobaldus', 'Old High German Theudobald', 'Late Latin Theodoricus', 'Gothic', 'Gothic', 'German', 'Old High German Theodric']
rabbis	['Late Latin', 'Greek', 'Mishnaic Hebrew']
survived	['Anglo-French', 'Latin']
northeast	['Latin', 'Proto-Italic', 'PIE', 'PIE', 'Old English', 'Proto-Germanic']
recollections	['Old French', 'Latin', 'PIE', 'French', 'Medieval Latin']
outspoken	['Old French', 'Latin', 'Old English']
feasting	['Old French', 'Vulgar Latin', 'Latin', 'Proto-Italic', 'PIE']
flesh	['Old English', 'Proto-Germanic', 'PIE']
filmed	['Old English', 'West Germanic', 'Proto-Germanic', 'PIE']
irresponsible	['Old French', 'Latin', 'Greek', 'PIE']
available	['Latin']
imaginary	['Old French', 'Latin', 'Late Latin']
erica	['Old English', 'French', 'Old French', 'Gallo-Roman', 'Late Latin', 'Gaulish', 'Greek']
tomorrow	['Old English']
eli	['Hebrew']
wallach	['Old English Wielisc', 'Wealh', 'Proto-Germanic', 'Bulgarian', 'Old Church Slavonic', 'German Wallache', 'Old Church Slavonic Vlachu', 'Old High German']
shaggy	['Old English', 'Proto-Germanic']
designed	['Middle French', 'Italian', 'Latin']
amassed	['Old French']
self-serving	['Old French', 'Latin', 'Etruscan']
server	['Old French', 'Latin', 'Etruscan']
jay	['Old North French', 'Late Latin']
kay	['Latinized', 'French Catherine', 'Medieval Latin Katerina', 'Latin Ecaterina', 'Greek Aikaterine', 'Greek']
expertise	['Old French', 'Latin', 'PIE', 'French']
injected	['Proto-Indo-European']
czar	['Old French', 'Latin', 'PIE', 'C', 'Russian', 'Old Slavic', 'Gothic', 'Greek', 'Latin Caesar']
witch	['Old English']
eliminate	['Old French', 'Latin']
quests	['Old French', 'Medieval Latin']
tsar	['Old French', 'Latin', 'PIE', 'C', 'Russian', 'Old Slavic', 'Gothic', 'Greek', 'Latin Caesar']
hereafter	['Old English']
deserter	['Old French', 'Latin', 'Etruscan', 'Late Latin']
luxurious	['Latin', 'Proto-Italic', 'PIE', 'Old French']
model	['Middle French', 'Italian', 'Vulgar Latin', 'Latin']
nina	['Hebrew', 'Latin Anna', 'Greek Anna', 'Hebrew Hannah']
supermodel	['Middle French', 'Italian', 'Vulgar Latin', 'Latin']
calm	['Old Italian', 'Late Latin', 'Greek', 'Old French']
sensible	['Old French', 'Latin', 'PIE', 'Late Latin']
stylist	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Latin']
unidentified	['Old English', 'Proto-Germanic', 'PIE', 'Middle French', 'Medieval Latin', 'Latin', 'Medieval Latin', 'French']
committee	['Latin']
imminent	['Proto-Indo-European', 'Middle French', 'Latin']
parting	['Old French', 'Latin', 'PIE']
crusaders	['Middle French', 'Medieval Latin', 'Latin', 'French']
diagnosed	['PIE']
emphysema	['Modern Latin', 'Greek', 'Old French', 'Latin', 'PIE']
sources	['Old French', 'Latin']
application	['Old French', 'Latin']
counselor	['Middle French', 'Latin', 'PIE', 'Old French']
counsel	['Old French', 'Latin']
developers	['French', 'Old French']
realised	['Old French', 'Latin', 'PIE', 'Spanish', 'French', 'Middle French']
cartoon	['French', 'Italian']
sunk	['Old English', 'Proto-Germanic', 'PIE']
industrialization	['Proto-Indo-European', 'Old French', 'Latin', 'French', 'Medieval Latin']
agnostic	['Late Latin Gnosticus', 'Late Greek Gnostikos', 'PIE', 'Greek']
justin	['Old English', 'Proto-Germanic', 'Middle English', 'Latin Iustinus']
tumultuous	['Old French', 'Latin', 'Middle French']
cyanide	['Old English', 'Proto-Germanic', 'PIE', 'German', 'French']
shedding	['Middle English', 'Proto-Germanic', 'PIE']
awakening	['Proto-Germanic', 'Old English']
kit	['Old French', 'Latin', 'Greek', 'French', 'Persian', 'Spanish', 'Spanish']
laughing	['Old English', 'Proto-Germanic', 'PIE']
ushers	['Anglo-French', 'Vulgar Latin', 'PIE']
symptoms	['Old French', 'Latin', 'PIE', 'Medieval Latin', 'Late Latin', 'Greek']
followed	['Middle English', 'Old English', 'Proto-Germanic']
dozens	['Old French', 'Latin']
continents	['Old French', 'Latin']
disarray	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Vulgar Latin', 'Latin', 'Frankish']
planes	['Old English', 'Proto-Germanic', 'Old French', 'Late Latin', 'Latin', 'Greek', 'Asia Minor']
mired	['Proto-Germanic', 'PIE']
featured	['Anglo-French', 'Old French', 'Latin']
novelist	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Latin', 'Italian']
produce	['Latin', 'PIE']
arithmetic	['Old French', 'Latin', 'Greek', 'PIE']
rebels	['Old French', 'Latin', 'April']
noisy	['Latin', 'Ionic Greek', 'Old French']
renege	['Medieval Latin', 'Latin', 'PIE']
legitimate	['Middle French', 'Medieval Latin', 'Latin', 'Old French', 'Latin']
kidney	['Old English', 'Proto-Germanic', 'PIE', 'Old Norse']
swooping	['Proto-Germanic', 'PIE', 'Old Norse', 'Shakespeare']
fearless	['Middle English', 'Old English', 'Proto-Germanic', 'PIE']
storming	['Old English', 'Proto-Germanic', 'PIE', 'Germanic']
offended	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Latin']
myths	['French Mythe', 'Modern Latin', 'Greek']
appeasing	['Anglo-French', 'Latin', 'Middle French']
sensibilities	['Old French', 'Latin', 'PIE', 'Late Latin']
racial	['Old French', 'Latin', 'PIE', 'Old Norse', 'Proto-Germanic', 'Middle French', 'Italian']
drunken	['Middle English']
spaced	['Latin']
rowan	['PIE']
eponymous	['Old English', 'Proto-Germanic', 'PIE', 'Greek']
modest	['Middle French', 'Latin']
chronicle	['Anglo-French', 'Old French', 'Latin', 'Greek']
martian	['Latin Martius', 'Mars']
captivated	['Late Latin']
terran	['Latin']
lurking	['Old Norse', 'Proto-Germanic', 'PIE', 'Old English', 'Middle English', 'Scandinavian']
attained	['Vulgar Latin', 'PIE']
dragged	['Old English', 'Old Norse', 'Proto-Germanic', 'PIE']
wrench	['Old English', 'Proto-Germanic', 'PIE']
descent	['Late Latin', 'PIE', 'Old French', 'Latin']
striking	['Old English', 'Proto-Germanic', 'PIE']
portrayal	['Old French', 'Latin', 'Anglo-French']
unraveling	['Dutch']
understanding	['Old English', 'Old English', 'PIE']
crook	['Old Norse']
slovak	['French Slovak']
wad	['Medieval Latin', 'Old Norse']
importance	['Proto-Indo-European', 'Middle French', 'Medieval Latin', 'Latin', 'PIE']
modes	['Latin', 'PIE', 'French']
havana	['Cuban']
stalk	['Old English', 'Proto-Germanic', 'PIE']
halls	['Old English', 'Proto-Germanic', 'PIE']
classrooms	['Old English', 'Proto-Germanic', 'Germanic', 'PIE']
glamorous	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Greek']
comforting	['Old French', 'Latin', 'Old Latin', 'PIE', 'Late Latin']
visitations	['French', 'Old French', 'Latin', 'Anglo-French']
gail	['Hebrew Abhigayil']
questioned	['Anglo-French', 'Latin', 'Middle French']
respectable	['Old French', 'Latin', 'Middle French']
semblance	['French', 'Old Latin', 'PIE', 'Old French', 'Latin']
propriety	['Latin', 'Proto-Italic', 'PIE', 'Old French']
starvation	['Old Norse', 'Proto-Germanic']
boston	['Portuguese', 'Mandarin', 'Malay', 'Chinese', 'U.S.']
walking	['Proto-Germanic', 'PIE']
taboos	['Tongan', 'Proto-Oceanic']
deed	['Old English', 'Proto-Germanic', 'PIE', 'Middle English', 'West Germanic']
entitled	['Old French', 'Old English', 'Latin', 'Anglo-French', 'Late Latin']
turk	['French Turc', 'Medieval Latin Turcus', 'Byzantine Greek Tourkos']
sienna	['Senones', 'Italian']
exact	['Latin']
paramilitary	['Middle French', 'Latin', 'Etruscan', 'Latin']
spencer	['Old French', 'Latin']
spreads	['Old English', 'Proto-Germanic', 'PIE']
irwin	['Irvine']
commonplace	['Old French', 'Medieval Latin', 'Latin', 'Greek', 'PIE']
blinding	['Old English', 'Proto-Germanic']
torrential	['Middle French', 'Latin']
overpower	['Latin', 'PIE', 'Anglo-French', 'Vulgar Latin']
wright	['Old English', 'Proto-Germanic', 'PIE']
misanthropic	['Greek']
magical	['Old French', 'Latin', 'Greek', 'Modern Latin', 'Late Latin', 'Old Persian', 'PIE']
accompanying	['Old French']
botch	['Old North French']
thanks	['Old English', 'Proto-Germanic', 'PIE']
asian	['Latin Asianus', 'Greek Asianos', 'Asia', 'Latin Asiaticus', 'Greek Asiatikos']
recorded	['Old French', 'Latin', 'PIE']
vast	['Anglo-French', 'Latin', 'PIE', 'Middle French']
devious	['Late Latin', 'Latin']
traitor	['Old French', 'Latin']
sailor	['Anglo-French', 'Medieval Latin', 'Latin', 'PIE']
prone	['Latin']
outbursts	['Old English']
juggles	['Latin', 'Old English', 'Anglo-French', 'Old French', 'Late Latin']
swim	['Old English', 'Proto-Germanic', 'PIE']
parable	['Old French', 'Latin', 'Greek']
drained	['Old English', 'Proto-Germanic', 'Germanic']
installment	['Proto-Germanic', 'PIE', 'Anglo-French', 'Old French', 'Frankish', 'Germanic', 'Medieval Latin', 'Latin']
tight	['Middle English', 'Old Norse', 'Old English', 'Proto-Germanic', 'PIE']
bombard	['Middle French', 'French']
close-up	['Proto-Indo-European', 'Old English', 'Proto-Germanic', 'PIE']
enforcers	['Old French']
manhood	['Old English', 'Proto-Germanic', 'PIE']
rehearsal	['Old French', 'Medieval Latin', 'Latin', 'Oscan', 'Anglo-French']
stepping	['Old English', 'Proto-Germanic', 'PIE', 'West Germanic']
argue	['Old French', 'Latin', 'PIE', 'Latin']
rediscovering	['Old French', 'Late Latin', 'Latin', 'PIE']
snowstorm	['Old English', 'Proto-Germanic', 'PIE', 'Germanic']
prestigious	['Latin', 'French']
faculty	['Old French', 'Latin']
roberts	['Old North French', 'Proto-Germanic']
catherine	['Latinized', 'French Catherine', 'Medieval Latin Katerina', 'Latin Ecaterina', 'Greek Aikaterine', 'Greek']
existential	['Late Latin', 'German Existentialismus', 'Danish']
touching	['Old French', 'Vulgar Latin']
anarchists	['Greek', 'French', 'Medieval Latin']
squatters	['French', 'Latin', 'Old French', 'Vulgar Latin']
rosa	['Old English', 'Proto-Germanic', 'Latin Rosa']
seventeen	['Old English', 'Proto-Germanic', 'PIE']
lavender	['Anglo-French', 'Medieval Latin', 'Latin']
missions	['Latin']
inverse	['Proto-Indo-European', 'Middle French', 'Latin']
femininity	['Old French', 'Latin', 'PIE']
lodging	['Middle English', 'Old French', 'Frankish', 'Proto-Germanic']
traveling	['Old English', 'Proto-Germanic', 'Old French', 'Vulgar Latin', 'Latin']
mentoring	['Greek Mentor', 'PIE']
revolving	['Old French', 'Latin', 'PIE']
unveil	['Anglo-French', 'Latin', 'PIE', 'Old French']
mosaic	['Old French Muse', 'Latin Musa', 'Greek Mousa', 'PIE', 'Old French', 'Gallo-Roman', 'Italian', 'Medieval Latin', 'Greek']
